Day,daily_new_cases,daily_recovered_cases,new_deaths,infectious,cumulative_cases,cumulative_infectious,cumulative_recovered,cumulative_deaths,school_closures,workplace_closures,cancel_public_events,restriction_gatherings,stay_home_requirements,facial_coverings,public_information_campaigns,close_public_transport,restrictions_internal_movements,international_travel_controls,testing_policy,contact_tracing,vaccination_policy,childhood_vaccine_availability,vaccine_eligibility_age,income_support,debt_relief,vaccine_eligibility_age_categorical
2020-03-27,431,18,2,3370,3428,18573,58,12,3,2,2,4,2,0,2,1,1,4,1,2,0,0,nil,0,2,0
2020-03-28,476,9,1,3837,3904,22410,67,13,3,2,2,4,2,0,2,1,1,4,1,2,0,0,nil,0,2,0
2020-03-29,529,14,3,4352,4433,26762,81,16,3,2,2,4,2,0,2,1,1,4,1,2,0,0,nil,0,2,0
2020-03-30,549,33,1,4868,4982,31630,114,17,3,2,2,4,2,0,2,1,1,4,1,2,0,0,nil,0,2,0
2020-03-31,737,43,4,5562,5719,37192,157,21,3,2,2,4,2,0,2,1,1,4,1,2,0,0,nil,2,2,0
2020-04-01,693,32,8,6223,6412,43415,189,29,3,3,2,4,2,3,2,1,1,4,1,2,0,0,nil,2,2,0
2020-04-02,724,77,9,6870,7136,50285,266,38,3,3,2,4,2,3,2,1,1,4,1,2,0,0,nil,2,2,0
2020-04-03,600,54,5,7416,7736,57701,320,43,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-04,427,52,6,7791,8163,65492,372,49,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-05,584,100,7,8275,8747,73767,472,56,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-06,449,118,8,8606,9196,82373,590,64,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-07,376,120,8,8862,9572,91235,710,72,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-08,340,105,8,9097,9912,100332,815,80,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-09,340,110,9,9327,10252,109659,925,89,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-10,355,123,8,9559,10607,119218,1048,97,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-11,342,119,6,9782,10949,129000,1167,103,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-12,551,258,6,10075,11500,139075,1425,109,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-13,437,277,9,10235,11937,149310,1702,118,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-14,393,285,8,10343,12330,159653,1987,126,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-15,305,275,13,10373,12635,170026,2262,139,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-16,296,328,7,10341,12931,180367,2590,146,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-17,297,355,9,10283,13228,190650,2945,155,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-18,288,249,11,10322,13516,200972,3194,166,3,3,2,4,3,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-19,274,379,8,10217,13790,211189,3573,174,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-20,297,447,6,10067,14087,221256,4020,180,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-21,279,371,10,9975,14366,231231,4391,190,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-22,226,390,3,9811,14592,241042,4781,193,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-23,274,326,4,9759,14866,250801,5107,197,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-24,250,336,3,9673,15116,260474,5443,200,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-25,159,374,3,9458,15275,269932,5817,203,3,3,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-26,82,429,2,9111,15357,279043,6246,205,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-27,127,466,4,8772,15484,287815,6712,209,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-28,161,563,5,8370,15645,296185,7275,214,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-29,82,349,6,8103,15727,304288,7624,220,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-04-30,143,426,6,7820,15870,312108,8050,226,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-01,116,421,4,7515,15986,319623,8471,230,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-02,57,275,3,7297,16043,326920,8746,233,3,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-03,26,284,3,7039,16069,333959,9030,236,2,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-04,55,257,3,6837,16124,340796,9287,239,2,2,2,4,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-05,33,315,2,6555,16157,347351,9602,241,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-06,65,259,1,6361,16222,353712,9861,242,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-07,61,224,1,6198,16283,359910,10085,243,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-08,33,222,6,6009,16316,365919,10307,249,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-09,20,90,3,5939,16336,371858,10397,252,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-10,29,168,4,5800,16365,377658,10565,256,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-11,39,327,5,5512,16404,383170,10892,261,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-12,23,257,3,5278,16427,388448,11149,264,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-13,39,176,3,5141,16466,393589,11325,267,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-14,22,238,3,4925,16488,398514,11563,270,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-15,12,159,0,4778,16500,403292,11722,270,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-16,5,99,3,4684,16505,407976,11821,273,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-17,15,147,4,4552,16520,412528,11968,277,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-18,27,272,3,4307,16547,416835,12240,280,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-19,22,149,2,4180,16569,421015,12389,282,2,2,2,3,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-20,15,109,1,4086,16584,425101,12498,283,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-21,18,121,0,3983,16602,429084,12619,283,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-22,19,160,0,3842,16621,432926,12779,283,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-23,5,42,0,3805,16626,436731,12821,283,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-24,13,114,1,3704,16639,440435,12935,284,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-25,22,132,2,3594,16661,444029,13067,286,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-26,50,89,0,3555,16711,447584,13156,286,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-27,40,59,2,3536,16751,451120,13215,288,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-28,77,112,1,3501,16828,454621,13327,289,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-29,113,39,0,3575,16941,458196,13366,289,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-30,29,40,0,3564,16970,461760,13406,289,2,2,2,2,2,3,2,1,2,4,1,2,0,0,nil,2,2,0
2020-05-31,87,60,0,3591,17057,465351,13466,289,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-01,100,67,3,3624,17157,468975,13533,292,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-02,122,53,2,3693,17279,472668,13586,294,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-03,96,27,1,3762,17375,476430,13613,295,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-04,142,42,0,3862,17517,480292,13655,295,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-05,127,37,1,3952,17644,484244,13692,296,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-06,78,24,4,4006,17722,488250,13716,300,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-07,140,42,2,4104,17862,492354,13758,302,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-08,179,39,0,4244,18041,496598,13797,302,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-09,174,46,1,4372,18215,500970,13843,303,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-10,241,51,1,4562,18456,505532,13894,304,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-11,193,55,0,4700,18649,510232,13949,304,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-12,184,53,0,4831,18833,515063,14002,304,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-13,149,41,1,4939,18982,520002,14043,305,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-14,137,50,2,5026,19119,525028,14093,307,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-15,200,88,0,5138,19319,530166,14181,307,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-16,297,51,1,5384,19616,535550,14232,308,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-17,268,48,0,5604,19884,541154,14280,308,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-18,303,50,0,5857,20187,547011,14330,308,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-19,311,57,1,6111,20498,553122,14387,309,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-20,160,37,1,6234,20658,559356,14424,310,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-21,174,49,0,6359,20832,565715,14473,310,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-22,344,60,1,6643,21176,572358,14533,311,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-23,452,84,2,7011,21628,579369,14617,313,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-24,485,72,3,7424,22113,586793,14689,316,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-25,516,76,4,7864,22629,594657,14765,320,2,2,2,2,2,3,2,1,2,4,2,1,0,0,nil,2,2,0
2020-06-26,463,130,3,8197,23092,602854,14895,323,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
2020-06-27,397,50,3,8544,23489,611398,14945,326,2,2,2,2,2,3,2,1,2,4,2,2,0,0,nil,2,2,0
